"LETO";"STAROSTNE SKUPINE";"DRUŽINSKA SKUPNOST, V KATERI JE ROJEN OTROK";"VRSTNI RED ROJSTVA";Živorojeni, rojeni v zakonski zvezi ali zunaj zakonske zveze
"2018";"35-39";"Rojeni v zakonski zvezi";"Peto rojstvo";31
"2018";"35-39";"Rojeni v zakonski zvezi";"Šesto rojstvo ali veè";24
"2018";"35-39";"Rojeni zunaj zakonske zveze";"Prvo rojstvo";704
"2018";"35-39";"Rojeni zunaj zakonske zveze";"Drugo rojstvo";865
"2018";"35-39";"Rojeni zunaj zakonske zveze";"Tretje rojstvo";288
"2018";"35-39";"Rojeni zunaj zakonske zveze";"Èetrto rojstvo";53
"2018";"35-39";"Rojeni zunaj zakonske zveze";"Peto rojstvo";13
"2018";"35-39";"Rojeni zunaj zakonske zveze";"Šesto rojstvo ali veè";10
"2018";"40-44";"Rojeni v zakonski zvezi";"Prvo rojstvo";67
"2018";"40-44";"Rojeni v zakonski zvezi";"Drugo rojstvo";90
"2018";"40-44";"Rojeni v zakonski zvezi";"Tretje rojstvo";76
"2018";"40-44";"Rojeni v zakonski zvezi";"Èetrto rojstvo";36
"2018";"40-44";"Rojeni v zakonski zvezi";"Peto rojstvo";13
"2018";"40-44";"Rojeni v zakonski zvezi";"Šesto rojstvo ali veè";15
"2018";"40-44";"Rojeni zunaj zakonske zveze";"Prvo rojstvo";134
"2018";"40-44";"Rojeni zunaj zakonske zveze";"Drugo rojstvo";142
"2018";"40-44";"Rojeni zunaj zakonske zveze";"Tretje rojstvo";67
"2018";"40-44";"Rojeni zunaj zakonske zveze";"Èetrto rojstvo";25
"2018";"40-44";"Rojeni zunaj zakonske zveze";"Peto rojstvo";6
"2018";"40-44";"Rojeni zunaj zakonske zveze";"Šesto rojstvo ali veè";3
"2018";"45-49";"Rojeni v zakonski zvezi";"Prvo rojstvo";2
"2018";"45-49";"Rojeni v zakonski zvezi";"Drugo rojstvo";6
"2018";"45-49";"Rojeni v zakonski zvezi";"Tretje rojstvo";5
"2018";"45-49";"Rojeni v zakonski zvezi";"Èetrto rojstvo";5
"2018";"45-49";"Rojeni v zakonski zvezi";"Peto rojstvo";0
"2018";"45-49";"Rojeni v zakonski zvezi";"Šesto rojstvo ali veè";2
"2018";"45-49";"Rojeni zunaj zakonske zveze";"Prvo rojstvo";8
"2018";"45-49";"Rojeni zunaj zakonske zveze";"Drugo rojstvo";3
"2018";"45-49";"Rojeni zunaj zakonske zveze";"Tretje rojstvo";4
"2018";"45-49";"Rojeni zunaj zakonske zveze";"Èetrto rojstvo";3
"2018";"45-49";"Rojeni zunaj zakonske zveze";"Peto rojstvo";1
"2018";"45-49";"Rojeni zunaj zakonske zveze";"Šesto rojstvo ali veè";0
"2018";"50+";"Rojeni v zakonski zvezi";"Prvo rojstvo";0
"2018";"50+";"Rojeni v zakonski zvezi";"Drugo rojstvo";0
"2018";"50+";"Rojeni v zakonski zvezi";"Tretje rojstvo";2
"2018";"50+";"Rojeni v zakonski zvezi";"Èetrto rojstvo";1
"2018";"50+";"Rojeni v zakonski zvezi";"Peto rojstvo";0
"2018";"50+";"Rojeni v zakonski zvezi";"Šesto rojstvo ali veè";0
"2018";"50+";"Rojeni zunaj zakonske zveze";"Prvo rojstvo";1
"2018";"50+";"Rojeni zunaj zakonske zveze";"Drugo rojstvo";1
"2018";"50+";"Rojeni zunaj zakonske zveze";"Tretje rojstvo";0
"2018";"50+";"Rojeni zunaj zakonske zveze";"Èetrto rojstvo";0
"2018";"50+";"Rojeni zunaj zakonske zveze";"Peto rojstvo";0
"2018";"50+";"Rojeni zunaj zakonske zveze";"Šesto rojstvo ali veè";0
